3.0,3.8423810153262865
6.0,4.763274917868262
3.0,4.250541343003917
4.0,4.14668689156905
3.0,4.183455111055131
4.0,4.4741423947934065
4.2,4.598866481873417
3.5,4.876296599516494
5.0,4.01674643714316
4.0,4.024306791324002
12.0,5.212775385479722
7.0,4.530083250445248
4.0,4.260163965454245
3.0,4.885808275524213
4.0,4.2177419824007245
4.0,5.245596664434322
4.0,4.617755645851378
3.0,4.58204807585496
3.0,5.460347909676849
5.0,4.669564130882309
3.0,5.173256056298751
3.0,4.819062695522667
3.0,4.97463508140914
4.0,4.373393260582701
6.0,4.31418109358896
3.0,4.037009891091165
8.0,4.087148014047871
5.5,4.5259311236061155
3.0,4.19303688938266
4.0,2.933609727483012
5.0,4.492036459839026
4.8,3.296735503026863
5.0,4.188137318074875
7.0,4.474192014674547
11.0,4.712282212842455
4.0,5.155361627140014
3.0,4.269331709679459
6.0,4.634642248043986
3.0,4.751464213242963
6.0,5.058568208794455
5.0,4.69463857127463
3.5,4.548264400390335
6.0,4.312498270541638
6.0,4.448950970599312
3.0,4.4951518159441965
4.5,4.238810152767742
8.0,4.822028209689731
5.0,4.951048450313065
5.0,3.9521972631448685
3.4,4.2270103307022096
4.8,4.973018604795154
14.0,5.195645802975706
4.0,5.483388325234283
6.0,3.7990189771446414
5.0,3.370784923977012
7.0,4.456596316026323
6.0,4.763287651241946
12.0,2.633385457612273
4.0,4.1551066308235125
3.0,4.198678901784363
9.0,4.046755171889256
9.0,4.796346712606644
