3.0,4.066608060372062
5.0,3.5798686928716563
4.0,3.9691566034840946
4.0,4.607554202612846
6.0,5.760546994845896
3.0,6.220720404714797
4.0,5.411817694775124
3.0,2.410779243294826
3.0,4.256355474884515
7.0,4.45420707795347
4.0,3.1870550157597677
3.0,4.985298575235362
5.0,5.500939142866997
3.0,3.45312321480057
3.0,4.138243513012611
7.0,5.1961500483191685
3.0,4.587987603342839
4.0,3.879870329466229
13.0,6.713600021362112
5.0,5.617953412138434
5.0,6.579075636038624
6.0,5.686312588268322
3.0,4.7223325859606575
3.0,5.278692694503718
3.0,6.465977017444942
3.0,5.239144425860303
4.0,4.693213491040922
3.0,5.067165941095652
3.0,4.616807107690704
3.0,1.50993403704976
3.0,4.867679119871241
3.0,4.948011405702488
5.0,5.349613966224723
3.0,4.117015213507045
16.0,5.715888383098616
6.0,4.596541128909308
11.0,6.450639136817813
3.0,6.3593817148262985
8.0,6.5220196647499336
3.0,4.8622119323086395
5.0,5.342812058318259
